"filename", "language", "JSON5", "JSON", "ArkTS", "TypeScript", "XML", "comment", "blank", "total"
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\ApplicationTabPolicy.test.ets", "ArkTS", 0, 0, 15, 0, 0, 0, 4, 19
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\AuditPolicies.test.ets", "ArkTS", 0, 0, 69, 0, 0, 0, 12, 81
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\Foundation.test.ets", "ArkTS", 0, 0, 30, 0, 0, 0, 7, 37
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\List.test.ets", "ArkTS", 0, 0, 16, 0, 0, 0, 2, 18
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\LocalUnit.test.ets", "ArkTS", 0, 0, 19, 0, 0, 13, 1, 33
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\RecruiterResumeFilter.test.ets", "ArkTS", 0, 0, 39, 0, 0, 0, 4, 43
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\chat\ChatComponents.test.ets", "ArkTS", 0, 0, 23, 0, 0, 2, 3, 28
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\entry\src\test\chat\ChatUtils.test.ets", "ArkTS", 0, 0, 87, 0, 0, 7, 22, 116
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\hvigor\hvigor-config.json5", "JSON5", 23, 0, 0, 0, 0, 0, 1, 24
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\hvigorfile.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 1, 6
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\oh-package-lock.json5", "JSON5", 28, 0, 0, 0, 0, 0, 0, 28
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\oh-package.json5", "JSON5", 10, 0, 0, 0, 0, 0, 1, 11
"d:\Temps\yaoshi\Desktop\code\istone\AAAAAAAAAA\UniSeek\uniseek_arkts\uniseek_layout_dialog.json", "JSON", 0, 1, 0, 0, 0, 0, 0, 1
"Total", "-", 260, 235, 15360, 10, 16, 743, 1537, 18161
